date,triplet
06-05-2023,"{""head"": ""Tesla"", ""relation"": ""is sending"", ""tail"": ""EMEA Sales Lead EMEA Stephanie Booth""}"
06-05-2023,"{""head"": ""Stephanie Booth"", ""relation"": ""is attending"", ""tail"": ""Corporate event""}"
06-05-2023,"{""head"": ""Corporate event"", ""relation"": ""is hosted by"", ""tail"": ""Accolade""}"
06-05-2023,"{""head"": ""Accolade"", ""relation"": ""is hosting"", ""tail"": ""Analyst Day""}"
06-05-2023,"{""head"": ""Analyst Day"", ""relation"": ""is held at"", ""tail"": ""Wynn Las Vegas""}"
07-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""faced production challenges"", ""tail"": ""referred to as production hell""}"
07-05-2023,"{""head"": ""Pham Nhat Vuong"", ""relation"": ""is following"", ""tail"": ""in the footsteps of Elon Musk""}"
07-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""founded"", ""tail"": ""Tesla Inc.""}"
07-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""is facing competition"", ""tail"": ""from other emerging EV companies""}"
07-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""implemented"", ""tail"": ""price cuts""}"
08-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""is CEO of"", ""tail"": ""Tesla, SpaceX and Twitter""}"
08-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""purchased"", ""tail"": ""Twitter for $44 billion""}"
08-05-2023,"{""head"": ""Tesla"", ""relation"": ""issued shares"", ""tail"": ""to finance the expansion of their production sites""}"
08-05-2023,"{""head"": ""88 of the 920 hedge funds"", ""relation"": ""held a stake in"", ""tail"": ""Tesla, Inc.""}"
08-05-2023,"{""head"": ""Catherine D. Wood’s ARK Investment Management"", ""relation"": ""is"", ""tail"": ""Tesla, Inc.'s largest hedge fund shareholder""}"
09-05-2023,"{""head"": ""Tesla"", ""relation"": ""produces"", ""tail"": ""5,000 Model Y vehicles weekly""}"
09-05-2023,"{""head"": ""Tesla"", ""relation"": ""annual production capacity"", ""tail"": ""260,000 Model Y vehicles""}"
09-05-2023,"{""head"": ""Tesla"", ""relation"": ""supply agreement"", ""tail"": ""battery supply agreement""}"
09-05-2023,"{""head"": ""Tesla"", ""relation"": ""service agreement"", ""tail"": ""long-term service agreement""}"
09-05-2023,"{""head"": ""Tesla"", ""relation"": ""EPC agreement"", ""tail"": ""Aecon Group Inc.""}"
10-05-2023,"{""head"": ""Tesla"", ""relation"": ""facing heated competition"", ""tail"": ""Li Auto""}"
10-05-2023,"{""head"": ""Tesla"", ""relation"": ""cut price of Shanghai-made Model 3s and Model Ys"", ""tail"": ""four times since October""}"
10-05-2023,"{""head"": ""Tesla"", ""relation"": ""missed its first-quarter margins"", ""tail"": ""following a string of price cuts""}"
10-05-2023,"{""head"": ""Li Auto"", ""relation"": ""shares surged on bumper Q1 profit"", ""tail"": ""None""}"
10-05-2023,"{""head"": ""Li Auto"", ""relation"": ""EV maker"", ""tail"": ""None""}"
11-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""stepped down from"", ""tail"": ""Twitter CEO""}"
11-05-2023,"{""head"": ""Tesla stock"", ""relation"": ""jumped"", ""tail"": ""2.6%""}"
11-05-2023,"{""head"": ""Tesla stock"", ""relation"": ""closed up"", ""tail"": ""2.1%""}"
11-05-2023,"{""head"": ""Tesla stock"", ""relation"": ""jumped"", ""tail"": ""$3""}"
11-05-2023,"{""head"": ""Tesla stock"", ""relation"": ""was up"", ""tail"": ""$1.20""}"
12-05-2023,"{""head"": ""Soros Fund Management"", ""relation"": ""soldTeslaShares"", ""tail"": ""First Quarter 2022""}"
12-05-2023,"{""head"": ""Soros Fund Management"", ""relation"": ""boughtNetflixShares"", ""tail"": ""First Quarter 2022""}"
12-05-2023,"{""head"": ""Soros Fund Management"", ""relation"": ""boughtWalmartShares"", ""tail"": ""First Quarter 2022""}"
12-05-2023,"{""head"": ""Soros Fund Management"", ""relation"": ""boughtJDShares"", ""tail"": ""First Quarter 2022""}"
12-05-2023,"{""head"": ""Soros Fund Management"", ""relation"": ""boughtRivianShares"", ""tail"": ""2022""}"
13-05-2023,"{""head"": ""Tesla"", ""relation"": ""hasPricingStrategy"", ""tail"": ""floating-price strategy""}"
13-05-2023,"{""head"": ""Tesla"", ""relation"": ""usedToFollow"", ""tail"": ""average price of new vehicle""}"
13-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""eschewed"", ""tail"": ""franchised dealership model""}"
13-05-2023,"{""head"": ""Tesla"", ""relation"": ""isCuttingPrices"", ""tail"": ""from a position of strength""}"
13-05-2023,"{""head"": ""Tesla"", ""relation"": ""hasUnmatched"", ""tail"": ""economies of scale""}"
14-05-2023,"{""head"": ""Soros Fund Management"", ""relation"": ""exited"", ""tail"": ""Tesla""}"
14-05-2023,"{""head"": ""Tesla"", ""relation"": ""held"", ""tail"": ""annual meeting""}"
14-05-2023,"{""head"": ""Linda Yaccarino"", ""relation"": ""took over"", ""tail"": ""CEO role""}"
14-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""freed up"", ""tail"": ""time""}"
14-05-2023,"{""head"": ""Elon Musk"", ""relation"": "":was split between"", ""tail"": ""Tesla, SpaceX, Twitter, and some smaller ventures like The Boring Company.""}"
15-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""is being subpoenaed by"", ""tail"": ""US Virgin Islands""}"
15-05-2023,"{""head"": ""US Virgin Islands"", ""relation"": ""requests to serve subpoena on"", ""tail"": ""Tesla Inc.""}"
15-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""is being subpoenaed for documents on"", ""tail"": ""communications between Musk and JPMorgan or Musk and Epstein""}"
15-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""is being subpoenaed for documents on"", ""tail"": ""Epstein's involvement in human trafficking""}"
15-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""is being subpoenaed for documents on"", ""tail"": ""fees paid by Musk to Epstein or JPMorgan""}"
16-05-2023,"{""head"": ""Tesla"", ""relation"": ""will dabble in"", ""tail"": ""advertisements""}"
16-05-2023,"{""head"": ""Tesla"", ""relation"": ""has long prided itself on"", ""tail"": ""word-of-mouth marketing""}"
16-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""used Twitter as a marketing tool"", ""tail"": ""Tesla""}"
16-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""warned Tesla was not immune to"", ""tail"": ""the global economy""}"
16-05-2023,"{""head"": ""Tesla"", ""relation"": ""is not immune to"", ""tail"": ""the global economy""}"
17-05-2023,"{""head"": ""Tesla"", ""relation"": ""will use traditional advertising"", ""tail"": ""for the first time""}"
17-05-2023,"{""head"": ""Tesla CEO Elon Musk"", ""relation"": ""might appear in Tesla ads"", ""tail"": ""on TV or online""}"
17-05-2023,"{""head"": ""Tesla"", ""relation"": ""is not immune to macroeconomic pressures"", ""tail"": ""as predicted by Elon Musk""}"
17-05-2023,"{""head"": ""Tesla advertising"", ""relation"": ""will emphasize"", ""tail"": ""the features, safety, and affordability of Tesla vehicles""}"
17-05-2023,"{""head"": ""Tesla"", ""relation"": ""has a $1 trillion valuation"", ""tail"": ""with $0 advertising spend""}"
18-05-2023,"{""head"": ""Tesla Inc"", ""relation"": ""ranked first"", ""tail"": ""IMD EV ranking""}"
18-05-2023,"{""head"": ""BYD Co."", ""relation"": ""ranked second"", ""tail"": ""IMD EV ranking""}"
18-05-2023,"{""head"": ""BYD Co."", ""relation"": ""self sufficient"", ""tail"": ""battery and chip production""}"
18-05-2023,"{""head"": ""Tesla Inc"", ""relation"": ""facing competition"", ""tail"": ""Chinese rivals""}"
18-05-2023,"{""head"": ""Rivian"", ""relation"": ""cash reserves"", ""tail"": ""$12 billion""}"
19-05-2023,"{""head"": ""David Einhorn"", ""relation"": ""has short positions"", ""tail"": ""Tesla Inc. (TSLA)""}"
19-05-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""shares fell"", ""tail"": ""2022""}"
19-05-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""shares up"", ""tail"": ""39% year to date""}"
19-05-2023,"{""head"": ""Tesla"", ""relation"": ""bear case focuses on"", ""tail"": ""declining figures""}"
19-05-2023,"{""head"": ""Tesla"", ""relation"": ""shares rose"", ""tail"": ""reduced prices on some of its Model 3 cars in the U.S.""}"
20-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""purchased"", ""tail"": ""Twitter""}"
20-05-2023,"{""head"": ""Twitter"", ""relation"": ""cost"", ""tail"": ""$44 billion""}"
20-05-2023,"{""head"": ""Tesla"", ""relation"": ""has been in"", ""tail"": ""a steady downtrend for a long time""}"
20-05-2023,"{""head"": ""Tesla"", ""relation"": ""peaked above"", ""tail"": ""the 50-day moving average""}"
20-05-2023,"{""head"": ""Tesla"", ""relation"": ""remains below"", ""tail"": ""the 200-day moving average""}"
21-05-2023,"{""head"": ""Tesla"", ""relation"": ""3-year sales growth"", ""tail"": ""40%""}"
21-05-2023,"{""head"": ""Tesla"", ""relation"": ""co-founder and former CTO"", ""tail"": ""JB Straubel""}"
21-05-2023,"{""head"": ""JB Straubel"", ""relation"": ""returned as"", ""tail"": ""board member""}"
21-05-2023,"{""head"": ""Tesla"", ""relation"": ""next-gen Roadster"", ""tail"": ""delayed""}"
21-05-2023,"{""head"": ""Tesla"", ""relation"": ""upcoming EV products"", ""tail"": ""hints""}"
22-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""is a participant"", ""tail"": ""Global Near Autonomous Passenger Car Market""}"
22-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""mentioned in"", ""tail"": ""Technavio's latest market research report""}"
22-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""parent company of"", ""tail"": ""Panasonic Corporation""}"
22-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""is a company"", ""tail"": ""publicly traded""}"
22-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""mentioned in"", ""tail"": ""Exhibit 145""}"
23-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""is the CEO of"", ""tail"": ""Tesla Inc""}"
23-05-2023,"{""head"": ""Tesla"", ""relation"": ""will establish"", ""tail"": ""a manufacturing base in India""}"
23-05-2023,"{""head"": ""Tesla"", ""relation"": ""plans to"", ""tail"": ""pick a location for a new factory by the end of the year""}"
23-05-2023,"{""head"": ""Saudi Energy Minister"", ""relation"": ""issued a warning"", ""tail"": ""further OPEC output cuts may be on the horizon""}"
23-05-2023,"{""head"": ""James Murdoch"", ""relation"": ""testified"", ""tail"": ""Elon Musk identified potential successor to head Tesla""}"
24-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""stock price"", ""tail"": ""dipped 1.5%""}"
24-05-2023,"{""head"": ""NIO"", ""relation"": ""shares dropped"", ""tail"": ""9.6%""}"
24-05-2023,"{""head"": ""XPeng"", ""relation"": ""stock dropped"", ""tail"": ""5.1%""}"
24-05-2023,"{""head"": ""XPeng"", ""relation"": ""quarterly sales"", ""tail"": ""weak""}"
24-05-2023,"{""head"": ""Tesla"", ""relation"": ""market cap"", ""tail"": ""less than $650 billion""}"
25-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""superchargers agreement"", ""tail"": ""Ford Motor Company""}"
25-05-2023,"{""head"": ""Ford Motor Company"", ""relation"": ""electric vehicles access"", ""tail"": ""Tesla Inc. Superchargers""}"
25-05-2023,"{""head"": ""Tesla Inc."", ""relation"": ""superchargers number"", ""tail"": ""12,000""}"
25-05-2023,"{""head"": ""Ford Motor Company"", ""relation"": ""superchargers access location"", ""tail"": ""U.S. and Canada""}"
25-05-2023,"{""head"": ""Ford Motor Company"", ""relation"": ""superchargers adapter"", ""tail"": ""Tesla Inc.""}"
26-05-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""competes with"", ""tail"": ""Nvidia also faces growing competition in the battle to produce chips to power the computing infrastructure behind artificial intelligence programs""}"
26-05-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""competes with"", ""tail"": ""Meta Platforms Inc.""}"
26-05-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""competes with"", ""tail"": ""Alphabet Inc.""}"
26-05-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""has competitors"", ""tail"": ""Nvidia also faces growing competition in the battle to produce chips to power the computing infrastructure behind artificial intelligence programs, Wood said, citing companies""}"
26-05-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""recent stock movement"", ""tail"": ""the moves in stocks like these have already been quite profound this year""}"
27-05-2023,"{""head"": ""Tesla Inc"", ""relation"": ""is the biggest exposure"", ""tail"": ""of the ETF""}"
27-05-2023,"{""head"": ""AI"", ""relation"": ""has a narrow impact"", ""tail"": ""in equity markets""}"
27-05-2023,"{""head"": ""Tesla"", ""relation"": ""is the best selling car"", ""tail"": ""worldwide""}"
27-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""agreed to let Ford Motor Company"", ""tail"": ""utilize Tesla's vast electric vehicle (EV) Supercharger network""}"
27-05-2023,"{""head"": ""Ford Motor Company"", ""relation"": ""gained access"", ""tail"": ""to more than 12K Tesla Superchargers across the U.S. and Canada""}"
28-05-2023,"{""head"": ""Tesla"", ""relation"": ""joined"", ""tail"": ""bullish fun""}"
28-05-2023,"{""head"": ""Tesla"", ""relation"": ""gained"", ""tail"": ""44% since the beginning of the year""}"
28-05-2023,"{""head"": ""Tesla"", ""relation"": ""deal"", ""tail"": ""Tesla tech, specifically its charging port, will be integrated into Ford's second-generation EVs that are slated to come out in 2025""}"
28-05-2023,"{""head"": ""Tesla"", ""relation"": ""access"", ""tail"": ""12,000 Tesla Superchargers in the U.S. and Canada""}"
28-05-2023,"{""head"": ""Tesla"", ""relation"": ""collaboration"", ""tail"": ""Tesla would be happy to be helpful on the software front and might open more source code to automakers""}"
29-05-2023,"{""head"": ""Tesla"", ""relation"": ""has significant investments"", ""tail"": ""China""}"
29-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""position"", ""tail"": ""third-richest person in the world""}"
29-05-2023,"{""head"": ""Bernard Arnault"", ""relation"": ""position"", ""tail"": ""second-richest person in the world""}"
29-05-2023,"{""head"": ""General Motors Company"", ""relation"": ""Zacks Rank"", ""tail"": ""#1 (Strong Buy)""}"
29-05-2023,"{""head"": ""Tesla"", ""relation"": ""Zacks Rank"", ""tail"": ""#3 (Hold)""}"
30-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""visited"", ""tail"": ""China""}"
30-05-2023,"{""head"": ""Tesla"", ""relation"": ""stock price"", ""tail"": ""gained 4.1%""}"
30-05-2023,"{""head"": ""Tesla"", ""relation"": ""stock price"", ""tail"": ""climbed 4%""}"
30-05-2023,"{""head"": ""Tesla"", ""relation"": ""stock price"", ""tail"": ""US$201 per share""}"
30-05-2023,"{""head"": ""Piedmont Lithium mine"", ""relation"": ""supplies lithium"", ""tail"": ""Tesla Inc""}"
31-05-2023,"{""head"": ""Tesla"", ""relation"": ""CEO"", ""tail"": ""Elon Musk""}"
31-05-2023,"{""head"": ""Elon Musk"", ""relation"": ""visited"", ""tail"": ""Tesla's Shanghai plant""}"
31-05-2023,"{""head"": ""Tesla"", ""relation"": ""stock price"", ""tail"": ""rebounded""}"
31-05-2023,"{""head"": ""Tesla"", ""relation"": ""best-selling vehicle worldwide"", ""tail"": ""Model Y""}"
31-05-2023,"{""head"": ""GM"", ""relation"": ""aims to catch up with"", ""tail"": ""Tesla""}"
01-06-2023,"{""head"": ""Elon Musk"", ""relation"": ""accused of"", ""tail"": ""insider trading in a proposed class action by investors""}"
01-06-2023,"{""head"": ""Elon Musk"", ""relation"": ""used"", ""tail"": ""Twitter posts, paid online influencers, his 2021 appearance on NBC\\s Saturday Night Live, and other publicity stunts to trade profitably at their expense through several Dogecoin wallets that he or Tesla controls""}"
01-06-2023,"{""head"": ""Elon Musk"", ""relation"": ""called"", ""tail"": ""a fanciful work of fiction""}"
01-06-2023,"{""head"": ""Tesla"", ""relation"": ""second largest mover"", ""tail"": ""during the time of the alleged insider trading""}"
01-06-2023,"{""head"": ""Investors"", ""relation"": ""concerned"", ""tail"": ""about the ability of Elon Musk to properly guide the company while also handling Twitter and other operations""}"
02-06-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""joined"", ""tail"": ""IBD Leaderboard""}"
02-06-2023,"{""head"": ""Tesla Stock"", ""relation"": ""cleared"", ""tail"": ""its 200-day moving average""}"
02-06-2023,"{""head"": ""Tesla Stock"", ""relation"": ""ran past"", ""tail"": ""a 207.89 buy point""}"
02-06-2023,"{""head"": ""Tesla Stock"", ""relation"": ""joined"", ""tail"": ""BYD(BYDDF) in clearing buy points""}"
02-06-2023,"{""head"": ""Tesla Stock"", ""relation"": ""jumped"", ""tail"": ""10.8%""}"
03-06-2023,"{""head"": ""Daniel Ives"", ""relation"": ""holds an Outperform rating on shares of"", ""tail"": ""Tesla, Inc. (NASDAQ:TSLA)""}"
03-06-2023,"{""head"": ""Daniel Ives"", ""relation"": ""set a price target of"", ""tail"": ""$215 for Tesla, Inc. (NASDAQ:TSLA)""}"
03-06-2023,"{""head"": ""Tesla, Inc. (NASDAQ:TSLA)"", ""relation"": ""is the stock leading the consumer discretionary sector"", ""tail"": ""as of this June.""}"
03-06-2023,"{""head"": ""Tesla, Inc. (NASDAQ:TSLA)"", ""relation"": ""up by 97.94%"", ""tail"": ""year-to-date as of June 3.""}"
03-06-2023,"{""head"": ""Tesla, Inc. (NASDAQ:TSLA)"", ""relation"": ""Citadel Investment Group was the most prominent shareholder in"", ""tail"": ""the first quarter, holding 68.2 million shares.""}"
04-06-2023,"{""head"": ""Tesla"", ""relation"": ""soared"", ""tail"": ""24.1%""}"
04-06-2023,"{""head"": ""Tesla"", ""relation"": ""share price increased"", ""tail"": ""63%""}"
04-06-2023,"{""head"": ""Elon Musk"", ""relation"": ""increased wealth"", ""tail"": ""$48 billion""}"
04-06-2023,"{""head"": ""Nikola"", ""relation"": ""falling behind"", ""tail"": ""Tesla and Rivian""}"
04-06-2023,"{""head"": ""Tesla"", ""relation"": ""plunged"", ""tail"": ""despite Twitter problems for Elon Musk""}"
05-06-2023,"{""head"": ""Tesla Stocks"", ""relation"": ""increased"", ""tail"": ""3%""}"
05-06-2023,"{""head"": ""Meta Stocks"", ""relation"": ""decreased"", ""tail"": ""0.5%""}"
05-06-2023,"{""head"": ""Cash Rate Target"", ""relation"": ""increased"", ""tail"": ""4.1%""}"
05-06-2023,"{""head"": ""Tesla Inc."", ""relation"": ""outperformed"", ""tail"": ""General Motors Co.""}"
05-06-2023,"{""head"": ""Tesla Inc."", ""relation"": ""trading volume"", ""tail"": ""5.1 M""}"
06-06-2023,"{""head"": ""Tesla"", ""relation"": ""market share"", ""tail"": ""50% of global electric vehicle market""}"
06-06-2023,"{""head"": ""Chinese brands"", ""relation"": ""market share"", ""tail"": ""50% of global electric vehicle market""}"
06-06-2023,"{""head"": ""Tesla"", ""relation"": ""gained"", ""tail"": ""26.67% in the past month""}"
06-06-2023,"{""head"": ""Tesla"", ""relation"": ""projected earnings"", ""tail"": ""$0.82 per share""}"
06-06-2023,"{""head"": ""Tesla"", ""relation"": ""projected revenue"", ""tail"": ""$24.39 billion""}"
07-06-2023,"{""head"": ""Tesla Stock"", ""relation"": ""closed off its fresh 2023 highs"", ""tail"": ""None""}"
07-06-2023,"{""head"": ""Tesla stock"", ""relation"": ""is the No. 1 holding across Ark Invests ETFs"", ""tail"": ""None""}"
07-06-2023,"{""head"": ""Tesla stock"", ""relation"": ""rose 1.5% to 224.57"", ""tail"": ""None""}"
07-06-2023,"{""head"": ""Tesla stock"", ""relation"": ""the eighth straight in above-average volume"", ""tail"": ""None""}"
07-06-2023,"{""head"": ""Tesla stock"", ""relation"": ""is extended from a 207.79 buy point"", ""tail"": ""None""}"
08-06-2023,"{""head"": ""Tesla"", ""relation"": ""accused of"", ""tail"": ""rampant racism and discrimination at its San Francisco Bay Area plant""}"
08-06-2023,"{""head"": ""Marcus Vaughn"", ""relation"": ""complained in writing to human resources and to Tesla CEO Elon Musk"", ""tail"": ""of a hostile work environment in which he was called slurs by co-workers and supervisors""}"
08-06-2023,"{""head"": ""California regulators"", ""relation"": ""sued Tesla in state court"", ""tail"": ""alleging the company turned a blind eye to abuses and that Musk told workers to be “thick-skinned” about racial harassment""}"
08-06-2023,"{""head"": ""Bryan Schwartz"", ""relation"": ""said the case has dragged on for years"", ""tail"": ""as Tesla sought to force the lawsuit into arbitration""}"
08-06-2023,"{""head"": ""Tesla"", ""relation"": ""has allowed this kind of pervasive harassment to go on as long as it has"", ""tail"": ""it’s shocking""}"
09-06-2023,"{""head"": ""Tesla"", ""relation"": ""hasWD10Increase"", ""tail"": ""10%""}"
09-06-2023,"{""head"": ""Tesla"", ""relation"": ""hasWinStreak"", ""tail"": ""11""}"
09-06-2023,"{""head"": ""Tesla"", ""relation"": ""on"", ""tail"": ""IBD Leaderboard""}"
09-06-2023,"{""head"": ""Tesla"", ""relation"": ""topHolding"", ""tail"": ""Ark Invest""}"
09-06-2023,"{""head"": ""Tesla"", ""relation"": ""KeyDriver"", ""tail"": ""General Motors use of Tesla charging stations""}"
10-06-2023,"{""head"": ""Tesla"", ""relation"": ""has deal with"", ""tail"": ""General Motors""}"
10-06-2023,"{""head"": ""Tesla stock"", ""relation"": ""target price"", ""tail"": ""$300""}"
10-06-2023,"{""head"": ""Tesla"", ""relation"": ""part of"", ""tail"": ""S&P 500""}"
10-06-2023,"{""head"": ""Tesla"", ""relation"": ""performance driver"", ""tail"": ""S&P 500 gains""}"
10-06-2023,"{""head"": ""Tesla"", ""relation"": ""contributor to"", ""tail"": ""Big Tech rally""}"
11-06-2023,"{""head"": ""Tesla"", ""relation"": ""constitutes"", ""tail"": ""18% of the consumer discretionary sector ETF""}"
11-06-2023,"{""head"": ""Tesla"", ""relation"": ""rose"", ""tail"": ""14% last week""}"
11-06-2023,"{""head"": ""Tesla"", ""relation"": ""signed"", ""tail"": ""deals for their cars to use Tesla’s charging network with Ford and GM""}"
11-06-2023,"{""head"": ""Tesla’s Magic Dock"", ""relation"": ""located"", ""tail"": ""West Coast""}"
11-06-2023,"{""head"": ""Tesla"", ""relation"": ""introduced"", ""tail"": ""Tesla-made adapter""}"
12-06-2023,"{""head"": ""Tesla Inc."", ""relation"": ""competes with"", ""tail"": ""BYD""}"
12-06-2023,"{""head"": ""Elon Musk's Tesla"", ""relation"": ""predicts to sell"", ""tail"": ""1.8 million EVs""}"
12-06-2023,"{""head"": ""BYD"", ""relation"": ""on course to overtake"", ""tail"": ""Tesla in sales for pure EVs""}"
12-06-2023,"{""head"": ""Tesla"", ""relation"": ""made dramatic price cuts"", ""tail"": ""to lure customers""}"
12-06-2023,"{""head"": ""Tesla"", ""relation"": ""rose 2.2%"", ""tail"": ""and has now climbed for 12 straight trading sessions""}"
13-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""stock price"", ""tail"": ""increased by 5%""}"
13-06-2023,"{""head"": ""Giga casting"", ""relation"": ""used by"", ""tail"": ""Tesla""}"
13-06-2023,"{""head"": ""Giga casting"", ""relation"": ""allows"", ""tail"": ""to cut production costs""}"
13-06-2023,"{""head"": ""S&P 500"", ""relation"": ""recovered by"", ""tail"": ""about 22%""}"
13-06-2023,"{""head"": ""Apple Inc"", ""relation"": ""market heavyweight"", ""tail"": ""helped S&P 500 recover""}"
14-06-2023,"{""head"": ""France"", ""relation"": ""courting"", ""tail"": ""Elon Musk""}"
14-06-2023,"{""head"": ""Elon Musk"", ""relation"": ""inventor"", ""tail"": ""None""}"
14-06-2023,"{""head"": ""Shares of Tesla Inc"", ""relation"": ""dipped"", ""tail"": ""0.74%""}"
14-06-2023,"{""head"": ""Shares of Tesla Inc"", ""relation"": ""ended 13-session streak of gains"", ""tail"": ""None""}"
14-06-2023,"{""head"": ""Tesla stock"", ""relation"": ""broke 13-day winning streak"", ""tail"": ""None""}"
15-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""has price-to-earnings ratio"", ""tail"": ""76.09%""}"
15-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""price movement"", ""tail"": ""bear market decline of 67.5%""}"
15-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""does not offer"", ""tail"": ""dividend""}"
15-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""had reversal day"", ""tail"": ""September 21, 2022""}"
15-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""had reversal day"", ""tail"": ""January 6, 2023""}"
16-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""increase"", ""tail"": ""1.81%""}"
16-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""stock price"", ""tail"": ""$260.54""}"
16-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""trading volume"", ""tail"": ""17.9 M""}"
16-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""average trading volume"", ""tail"": ""6.2 M""}"
16-06-2023,"{""head"": ""Tesla stock"", ""relation"": ""position"", ""tail"": ""No1 holding across Ark Invest ETFs""}"
17-06-2023,"{""head"": ""ARK Innovation ETF"", ""relation"": ""sold"", ""tail"": ""62,415 shares of Tesla""}"
17-06-2023,"{""head"": ""ARK Innovation ETF"", ""relation"": ""offloaded"", ""tail"": ""393,000 shares of Tesla""}"
17-06-2023,"{""head"": ""Tesla stock"", ""relation"": ""pushed"", ""tail"": ""Innovation ETF up about 15% over the past month""}"
17-06-2023,"{""head"": ""ARK"", ""relation"": ""published price target"", ""tail"": ""$2,000 by 2027 for Tesla stock""}"
17-06-2023,"{""head"": ""Tesla stock"", ""relation"": ""comprises"", ""tail"": ""more than 11% of the Innovation ETF’s portfolio""}"
18-06-2023,"{""head"": ""Tesla"", ""relation"": ""depends on"", ""tail"": ""self-driving capabilities""}"
18-06-2023,"{""head"": ""Tesla Stock Price"", ""relation"": ""will increase"", ""tail"": ""when Tesla perfects autonomous driving technology""}"
18-06-2023,"{""head"": ""Tesla"", ""relation"": ""offers"", ""tail"": ""discounts on select models""}"
18-06-2023,"{""head"": ""Cash strapped governments"", ""relation"": ""have less financial support"", ""tail"": ""for subsidies than wealthy megacities""}"
18-06-2023,"{""head"": ""Tesla stock"", ""relation"": ""is the No. 1 holding"", ""tail"": ""across Ark Invests ETFs""}"
19-06-2023,"{""head"": ""Tesla"", ""relation"": ""has factory"", ""tail"": ""Shanghai""}"
19-06-2023,"{""head"": ""Inflation Reduction Act"", ""relation"": ""aims to reduce"", ""tail"": ""U.S. dependency on China""}"
19-06-2023,"{""head"": ""Germany"", ""relation"": ""in talks with"", ""tail"": ""TSMC and Northvolt""}"
19-06-2023,"{""head"": ""Tesla"", ""relation"": ""building"", ""tail"": ""first European gigafactory in Germany""}"
19-06-2023,"{""head"": ""Parkev Tatevosian"", ""relation"": ""compares"", ""tail"": ""Tesla and C3.ai""}"
20-06-2023,"{""head"": ""Tesla"", ""relation"": ""partnered with"", ""tail"": ""Rivian Automotive""}"
20-06-2023,"{""head"": ""Chevron"", ""relation"": ""impacted"", ""tail"": ""Tesla""}"
20-06-2023,"{""head"": ""Rivian Automotive"", ""relation"": ""increased stock price"", ""tail"": ""5.5%""}"
20-06-2023,"{""head"": ""Tesla"", ""relation"": ""increased stock price"", ""tail"": ""5.3%""}"
20-06-2023,"{""head"": ""Rivian Automotive"", ""relation"": ""adopted charging standard"", ""tail"": ""Tesla""}"
21-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""dropped"", ""tail"": ""5.5%""}"
21-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""biggest drag"", ""tail"": ""S&P 500""}"
21-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""biggest drag"", ""tail"": ""Nasdaq""}"
21-06-2023,"{""head"": ""Tesla Inc"", ""relation"": ""downgraded"", ""tail"": ""Barclays""}"
